Date;Modèle et Marque;Adresse Complète;Quantité Stock;Prix Unité;Date Expiration
16/01/2023;Iota330Pro-Nova;298 Rue des Rosiers, Shenzhen, CH;17.0;466 CNY;20270809
17/01/2023;Sigma250Ultra-Orion;427 Rue de l'Étoile, Guangzhou, CH;18.0;1133 CNY;20270403
17/01/2023;Iota330X-Nova;885 Rue de la République, Nice, FR;14.0;1051 EUR;20270919
17/01/2023;Iota330X-Nova;103 Boulevard du Général, Bordeaux, FR;9.0;921 EUR;20280405
17/01/2023;Omega600Ultra-Nimbus;345 Avenue de la Paix, Chicago, US;11.0;1304 USD;20261128
17/01/2023;Iota330X-Nova;622 Boulevard des Nations, Chicago, US;12.0;980 USD;20281202
17/01/2023;Lambda150Ultra-Xylo;177 Rue de la République, Bordeaux, FR;8.0;1300 EUR;20251008
18/01/2023;Iota330Lite-Nova;393 Avenue Victor Hugo, Chengdu, CH;6.0;678 CNY;20271015
18/01/2023;Kappa200X-Astral;965 Avenue du Parc, Guangzhou, CH;6.0;1078 CNY;20250430
18/01/2023;Lambda150Pro-Xylo;207 Avenue du Parc, Casablanca, MA;9.0;1241 MAD;20270613
;;;;;
;;;;;
18/01/2023;Delta800X-Apex;245 Rue des Érables, Fès, MA;13.0;726 MAD;20260324
18/01/2023;Beta450Plus-Stellar;477 Avenue de la Paix, New York, US;13.0;858 USD;20250925
18/01/2023;Beta450Max-Stellar;275 Boulevard des Cèdres, Los Angeles, US;18.0;861 USD;20261027
19/01/2023;Gamma500Ultra-Celest;894 Avenue de la Montagne, Agadir, MA;3.0;272 MAD;20251003
19/01/2023;Iota330Max-Nova;978 Rue de la Gare, Marseille, FR;8.0;298 EUR;20251016
19/01/2023;Iota330Ultra-Nova;653 Boulevard Saint-Michel, Shenzhen, CH;13.0;598 CNY;20271105
19/01/2023;Lambda150Plus-Xylo;201 Rue des Érables, Chengdu, CH;14.0;1104 CNY;20250518
19/01/2023;Theta120Ultra-Skye;99 Boulevard Saint-Michel, Beijing, CH;18.0;837 CNY;20260605
19/01/2023;Beta450Pro-Stellar;848 Avenue de la Paix, Rabat, MA;4.0;1071 MAD;20250525
20/01/2023;Delta800Ultra-Apex;4 Avenue de la Paix, Los Angeles, US;14.0;609 USD;20261006
20/01/2023;Delta800Pro-Apex;956 Rue de la République, Marseille, FR;6.0;1283 EUR;20261102
20/01/2023;Delta800Plus-Apex;419 Boulevard du Général, Fès, MA;15.0;1218 MAD;20280913
20/01/2023;Alpha300Max-Zenith;157 Rue de la Concorde, Bordeaux, FR;20.0;1160 EUR;20250203
20/01/2023;Iota330Lite-Nova;395 Avenue des Acacias, Marseille, FR;17.0;788 EUR;20280626
20/01/2023;Kappa200Max-Astral;425 Rue du Faubourg, Phoenix, US;13.0;1295 USD;20280716
21/01/2023;Alpha300Plus-Zenith;705 Rue des Érables, Guangzhou, CH;8.0;1468 CNY;20260822
21/01/2023;Iota330Max-Nova;526 Boulevard de la Victoire, Nice, FR;10.0;147 EUR;20271016
21/01/2023;Iota330Max-Nova;171 Rue de la République, Agadir, MA;11.0;883 MAD;20260714
21/01/2023;Beta450Max-Stellar;314 Avenue de la Paix, Guangzhou, CH;1.0;665 CNY;20281113
21/01/2023;Kappa200Lite-Astral;988 Rue de la République, Phoenix, US;14.0;1246 USD;20250826
;;;;;
21/01/2023;Beta450Lite-Stellar;921 Avenue de la Paix, Bordeaux, FR;12.0;214 EUR;20280512
22/01/2023;Beta450Plus-Stellar;357 Rue des Champs, Beijing, CH;3.0;1127 CNY;20260827
22/01/2023;Alpha300Ultra-Zenith;425 Boulevard de la Victoire, Rabat, MA;4.0;330 MAD;20260325
22/01/2023;Theta120X-Skye;415 Avenue du Parc, Los Angeles, US;1.0;222 USD;20270201
22/01/2023;Sigma250Pro-Orion;891 Avenue de la Montagne, Nice, FR;9.0;1292 EUR;20270122
22/01/2023;Kappa200Ultra-Astral;666 Avenue Victor Hugo, Guangzhou, CH;12.0;203 CNY;20250410
22/01/2023;Sigma250X-Orion;703 Avenue de la Montagne, Casablanca, MA;10.0;1288 MAD;20271223
23/01/2023;Omega600Lite-Nimbus;826 Rue des Érables, Casablanca, MA;6.0;753 MAD;20270810
23/01/2023;Alpha300Plus-Zenith;349 Boulevard de la Victoire, Shenzhen, CH;18.0;320 CNY;20250117
23/01/2023;Beta450Ultra-Stellar;334 Rue de la Concorde, Bordeaux, FR;2.0;510 EUR;20280124
23/01/2023;Alpha300Plus-Zenith;951 Boulevard Saint-Michel, Fès, MA;18.0;990 MAD;20280610
23/01/2023;Kappa200Ultra-Astral;906 Rue du Faubourg, Marseille, FR;13.0;545 EUR;20280311
23/01/2023;Alpha300Plus-Zenith;215 Rue des Érables, Chengdu, CH;5.0;599 CNY;20261017
24/01/2023;Delta800Max-Apex;845 Rue de la Concorde, Rabat, MA;20.0;1212 MAD;20251010
24/01/2023;Iota330Max-Nova;237 Rue de la Gare, Shenzhen, CH;20.0;580 CNY;20270424
;;;;;
;;;;;
;;;;;
24/01/2023;Alpha300Plus-Zenith;641 Rue du Faubourg, Agadir, MA;6.0;736 MAD;20250130
24/01/2023;Kappa200Lite-Astral;5 Rue de la Gare, Agadir, MA;10.0;1280 MAD;20250318
24/01/2023;Beta450Ultra-Stellar;602 Avenue de la Paix, New York, US;2.0;204 USD;20270401
24/01/2023;Iota330Lite-Nova;78 Avenue des Acacias, Marseille, FR;7.0;453 EUR;20250722
25/01/2023;Theta120Pro-Skye;522 Avenue du Parc, Nice, FR;19.0;124 EUR;20280904
25/01/2023;Lambda150X-Xylo;211 Boulevard des Nations, Bordeaux, FR;18.0;635 EUR;20261024
25/01/2023;Theta120Lite-Skye;313 Avenue de la Montagne, Los Angeles, US;14.0;564 USD;20250904
25/01/2023;Omega600Pro-Nimbus;896 Rue de la Concorde, Marseille, FR;16.0;248 EUR;20271118
25/01/2023;Gamma500Max-Celest;344 Rue de la Liberté, Lyon, FR;15.0;672 EUR;20280201
25/01/2023;Gamma500Pro-Celest;586 Avenue de la Paix, Guangzhou, CH;1.0;1022 CNY;20280315
26/01/2023;Theta120Ultra-Skye;651 Boulevard Saint-Michel, Chicago, US;9.0;649 USD;20250422
26/01/2023;Iota330Max-Nova;449 Avenue de la Montagne, Lyon, FR;8.0;1302 EUR;20271123
26/01/2023;Gamma500Max-Celest;849 Avenue de la Montagne, Phoenix, US;12.0;507 USD;20251023
26/01/2023;Beta450Max-Stellar;472 Rue du Faubourg, Fès, MA;18.0;406 MAD;20280302
26/01/2023;Theta120Pro-Skye;970 Boulevard de la Victoire, Beijing, CH;5.0;856 CNY;20260512
26/01/2023;Delta800Lite-Apex;612 Rue de la République, Guangzhou, CH;9.0;222 CNY;20270413
27/01/2023;Delta800Max-Apex;310 Rue de la Liberté, Los Angeles, US;12.0;1021 USD;20270312
27/01/2023;Iota330Pro-Nova;747 Rue du Faubourg, Los Angeles, US;20.0;1133 USD;20280324
;;;;;
;;;;;
27/01/2023;Delta800Max-Apex;506 Rue de l'Étoile, Guangzhou, CH;14.0;955 CNY;20281130
27/01/2023;Iota330Pro-Nova;401 Avenue du Parc, Rabat, MA;17.0;405 MAD;20270725
27/01/2023;Theta120Lite-Skye;754 Avenue du Parc, Los Angeles, US;11.0;692 USD;20281205
27/01/2023;Iota330Pro-Nova;927 Rue du Faubourg, Marseille, FR;14.0;1272 EUR;20260330
28/01/2023;Kappa200Plus-Astral;132 Avenue de la Montagne, Houston, US;10.0;788 USD;20280430
28/01/2023;Sigma250X-Orion;940 Avenue Victor Hugo, Bordeaux, FR;11.0;1074 EUR;20250619
28/01/2023;Delta800Lite-Apex;241 Avenue du Parc, Beijing, CH;2.0;1482 CNY;20250119
28/01/2023;Sigma250Plus-Orion;882 Avenue de la Montagne, Paris, FR;20.0;140 EUR;20280111
28/01/2023;Beta450Plus-Stellar;566 Boulevard des Nations, Agadir, MA;5.0;362 MAD;20280328
28/01/2023;Sigma250Plus-Orion;697 Boulevard de la Victoire, Agadir, MA;8.0;1167 MAD;20280511
29/01/2023;Theta120Ultra-Skye;205 Rue de la Concorde, Rabat, MA;3.0;273 MAD;20280225
29/01/2023;Beta450Pro-Stellar;440 Avenue de la Paix, Agadir, MA;4.0;1295 MAD;20270504
29/01/2023;Beta450Max-Stellar;896 Rue des Lilas, Casablanca, MA;8.0;971 MAD;20270509
29/01/2023;Sigma250Ultra-Orion;275 Boulevard du Général, Agadir, MA;5.0;1245 MAD;20270912
29/01/2023;Beta450Pro-Stellar;695 Rue de la République, Beijing, CH;18.0;1441 CNY;20250510
29/01/2023;Alpha300Lite-Zenith;554 Rue de la République, Chengdu, CH;6.0;976 CNY;20270715
;;;;;
30/01/2023;Gamma500Lite-Celest;370 Boulevard du Général, Shanghai, CH;20.0;604 CNY;20271210
30/01/2023;Lambda150Lite-Xylo;934 Rue de la Concorde, Bordeaux, FR;19.0;449 EUR;20270911
30/01/2023;Gamma500Ultra-Celest;578 Rue des Champs, Shanghai, CH;13.0;694 CNY;20260415
30/01/2023;Iota330Plus-Nova;525 Rue de la République, New York, US;11.0;1196 USD;20260914
30/01/2023;Kappa200Pro-Astral;446 Rue des Champs, Fès, MA;3.0;156 MAD;20270311
30/01/2023;Sigma250Max-Orion;544 Avenue de la Montagne, Marseille, FR;5.0;1263 EUR;20261108
31/01/2023;Gamma500Ultra-Celest;277 Rue de la Liberté, Houston, US;13.0;1072 USD;20260121
31/01/2023;Lambda150Plus-Xylo;137 Avenue des Acacias, New York, US;2.0;1178 USD;20250211
31/01/2023;Kappa200Pro-Astral;470 Rue des Érables, Shanghai, CH;3.0;1475 CNY;20250819
31/01/2023;Omega600Lite-Nimbus;177 Boulevard des Nations, Phoenix, US;12.0;614 USD;20271028
31/01/2023;Kappa200Max-Astral;413 Rue de la Gare, Nice, FR;18.0;1339 EUR;20281029
31/01/2023;Delta800Ultra-Apex;41 Rue des Champs, Los Angeles, US;1.0;742 USD;20270623
01/02/2023;Gamma500Pro-Celest;277 Avenue de la Paix, Agadir, MA;20.0;227 MAD;20270824
01/02/2023;Omega600Ultra-Nimbus;709 Avenue Victor Hugo, Los Angeles, US;16.0;1157 USD;20280420
01/02/2023;Beta450Max-Stellar;644 Avenue de la Paix, Rabat, MA;20.0;149 MAD;20280904
01/02/2023;Omega600X-Nimbus;640 Rue des Érables, Phoenix, US;6.0;1482 USD;20250802
01/02/2023;Alpha300Max-Zenith;466 Rue des Lilas, Chicago, US;1.0;1393 USD;20260417
01/02/2023;Beta450X-Stellar;256 Avenue du Parc, Marseille, FR;18.0;1362 EUR;20271125
;;;;;
;;;;;
02/02/2023;Iota330Max-Nova;168 Rue de la Gare, Beijing, CH;2.0;508 CNY;20260424
02/02/2023;Theta120Max-Skye;285 Rue de la Concorde, Los Angeles, US;5.0;273 USD;20260707
02/02/2023;Delta800X-Apex;215 Avenue du Parc, Casablanca, MA;3.0;681 MAD;20270302
02/02/2023;Gamma500Lite-Celest;929 Avenue des Acacias, Lyon, FR;13.0;454 EUR;20261005
02/02/2023;Omega600Max-Nimbus;984 Boulevard Saint-Michel, Paris, FR;6.0;1319 EUR;20280329
02/02/2023;Kappa200Ultra-Astral;60 Rue de la Concorde, Agadir, MA;17.0;741 MAD;20260412
03/02/2023;Delta800Pro-Apex;542 Boulevard des Nations, Agadir, MA;11.0;1484 MAD;20271127
03/02/2023;Lambda150Pro-Xylo;637 Rue de l'Étoile, Los Angeles, US;1.0;1338 USD;20280115
03/02/2023;Iota330Max-Nova;449 Boulevard Saint-Michel, Nice, FR;2.0;1161 EUR;20270125
03/02/2023;Kappa200X-Astral;499 Avenue des Acacias, Casablanca, MA;16.0;604 MAD;20260129
03/02/2023;Sigma250Pro-Orion;443 Avenue Victor Hugo, Beijing, CH;14.0;436 CNY;20260623
03/02/2023;Delta800Pro-Apex;249 Boulevard des Cèdres, Bordeaux, FR;20.0;689 EUR;20251030
04/02/2023;Kappa200X-Astral;74 Rue de la Concorde, Los Angeles, US;5.0;704 USD;20281110
04/02/2023;Lambda150Lite-Xylo;201 Boulevard des Nations, Guangzhou, CH;11.0;1201 CNY;20260305
;;;;;
;;;;;
04/02/2023;Sigma250Max-Orion;609 Rue des Érables, Beijing, CH;4.0;1198 CNY;20250922
04/02/2023;Lambda150Lite-Xylo;508 Avenue de la Montagne, Fès, MA;7.0;614 MAD;20271219
04/02/2023;Delta800Plus-Apex;952 Rue des Champs, Los Angeles, US;16.0;1082 USD;20261012
04/02/2023;Kappa200Max-Astral;191 Rue des Lilas, Marseille, FR;10.0;970 EUR;20261025
05/02/2023;Theta120Max-Skye;926 Rue des Champs, Agadir, MA;12.0;694 MAD;20251027
05/02/2023;Iota330Ultra-Nova;794 Rue des Lilas, Chicago, US;19.0;455 USD;20271202
05/02/2023;Alpha300Plus-Zenith;442 Avenue du Parc, Bordeaux, FR;19.0;871 EUR;20270824
05/02/2023;Kappa200X-Astral;285 Boulevard Saint-Michel, Los Angeles, US;13.0;198 USD;20271227
05/02/2023;Delta800Plus-Apex;484 Rue des Érables, Phoenix, US;10.0;1461 USD;20270605
05/02/2023;Kappa200Pro-Astral;294 Boulevard de la Victoire, Houston, US;5.0;1468 USD;20281124
06/02/2023;Sigma250X-Orion;931 Rue de la Concorde, Chengdu, CH;16.0;603 CNY;20270207
06/02/2023;Alpha300Max-Zenith;139 Avenue de la Montagne, Chicago, US;6.0;681 USD;20250504
06/02/2023;Iota330Ultra-Nova;803 Avenue des Acacias, Nice, FR;7.0;1203 EUR;20260218
06/02/2023;Iota330X-Nova;653 Rue de la Liberté, Chengdu, CH;10.0;1192 CNY;20281210
06/02/2023;Gamma500Max-Celest;350 Avenue de la Montagne, Shenzhen, CH;15.0;513 CNY;20260719
06/02/2023;Alpha300Pro-Zenith;295 Boulevard des Cèdres, Nice, FR;5.0;1475 EUR;20250910
07/02/2023;Gamma500Lite-Celest;252 Rue de la Gare, Houston, US;11.0;621 USD;20251027
07/02/2023;Delta800Ultra-Apex;992 Rue de la Liberté, Shenzhen, CH;2.0;1187 CNY;20281003
07/02/2023;Omega600X-Nimbus;571 Rue des Lilas, Agadir, MA;13.0;655 MAD;20280914
07/02/2023;Gamma500Max-Celest;946 Avenue des Acacias, Marseille, FR;11.0;1105 EUR;20280311
07/02/2023;Beta450Lite-Stellar;656 Boulevard Saint-Michel, Guangzhou, CH;18.0;1026 CNY;20250810
07/02/2023;Lambda150X-Xylo;115 Avenue des Acacias, Bordeaux, FR;14.0;725 EUR;20260606
08/02/2023;Delta800Ultra-Apex;816 Avenue Victor Hugo, Houston, US;13.0;303 USD;20271108
08/02/2023;Alpha300Max-Zenith;862 Avenue du Parc, Phoenix, US;15.0;709 USD;20261212
08/02/2023;Beta450Ultra-Stellar;494 Rue du Faubourg, Houston, US;16.0;323 USD;20280228
08/02/2023;Iota330Lite-Nova;916 Boulevard de la Victoire, Chengdu, CH;4.0;381 CNY;20281027
08/02/2023;Lambda150Ultra-Xylo;594 Rue de l'Étoile, Lyon, FR;3.0;621 EUR;20260122
08/02/2023;Delta800Pro-Apex;596 Avenue de la Paix, Fès, MA;3.0;386 MAD;20250817
09/02/2023;Kappa200X-Astral;823 Rue des Érables, Nice, FR;3.0;997 EUR;20270713
09/02/2023;Delta800Plus-Apex;524 Avenue Victor Hugo, Chengdu, CH;10.0;684 CNY;20261020
09/02/2023;Omega600Ultra-Nimbus;82 Rue de la Liberté, Paris, FR;18.0;525 EUR;20251213
09/02/2023;Delta800Plus-Apex;618 Rue de l'Étoile, Rabat, MA;17.0;1248 MAD;20270727
09/02/2023;Iota330Pro-Nova;715 Avenue Victor Hugo, Shenzhen, CH;13.0;475 CNY;20280911
09/02/2023;Delta800Lite-Apex;794 Avenue du Parc, Nice, FR;9.0;975 EUR;20250415
10/02/2023;Beta450Pro-Stellar;415 Rue des Érables, Guangzhou, CH;16.0;421 CNY;20270317
10/02/2023;Sigma250Max-Orion;278 Boulevard des Nations, Houston, US;14.0;174 USD;20251227
10/02/2023;Gamma500Max-Celest;565 Rue des Lilas, New York, US;19.0;220 USD;20260422
10/02/2023;Gamma500Plus-Celest;324 Rue des Lilas, Lyon, FR;10.0;236 EUR;20280927
10/02/2023;Iota330Ultra-Nova;181 Avenue Victor Hugo, Phoenix, US;6.0;492 USD;20250304
10/02/2023;Omega600X-Nimbus;431 Rue des Érables, Bordeaux, FR;5.0;351 EUR;20260106
11/02/2023;Lambda150Pro-Xylo;56 Avenue des Acacias, Paris, FR;1.0;1263 EUR;20260904
11/02/2023;Lambda150X-Xylo;398 Boulevard des Nations, Paris, FR;18.0;237 EUR;20250505
11/02/2023;Omega600X-Nimbus;362 Rue de la Liberté, Fès, MA;18.0;649 MAD;20280102
11/02/2023;Sigma250Plus-Orion;760 Avenue de la Montagne, Los Angeles, US;2.0;1257 USD;20261021
11/02/2023;Beta450X-Stellar;784 Rue des Érables, Shenzhen, CH;3.0;1133 CNY;20250804
11/02/2023;Delta800Pro-Apex;255 Avenue de la Paix, Fès, MA;17.0;226 MAD;20260719
12/02/2023;Sigma250Max-Orion;657 Rue du Faubourg, Guangzhou, CH;17.0;658 CNY;20270817
12/02/2023;Gamma500Pro-Celest;737 Rue des Champs, Houston, US;2.0;154 USD;20270805
